,RosterID,No.,Acronym,Name,Position,GamesPlayed,GamesStarted,Weight,Height,College,BirthDate,Years,Age,AV
15,jax17,17,jax,DJ Chark,WR,4,4.0,198.0,6-4,LSU,9/23/1996,3,25.0,1.0
16,jax19,19,jax,Joseph Charlton,P,1,0.0,190.0,6-5,South Carolina,4/7/1997,1,24.0,0.0
17,jax38,38,jax,Andre Cisco,S,17,3.0,209.0,6-0,Syracuse,3/23/2000,Rook,21.0,2.0
18,jax27,27,jax,Chris Claybrooks,CB,16,2.0,179.0,5-9,Memphis,7/17/1997,1,24.0,2.0
19,jax09,9,jax,Logan Cooke,P,15,0.0,230.0,6-5,Mississippi St.,7/28/1995,3,26.0,3.0
20,jax58,58,jax,Doug Costin,DT,1,0.0,295.0,6-2,Miami (OH),10/5/1997,1,24.0,0.0
21,jax88,88,jax,Jeff Cotton,WR,1,0.0,204.0,6-2,Idaho,4/17/1997,Rook,24.0,0.0
22,jax31,31,jax,Nathan Cottrell,RB,4,0.0,193.0,5-11,Georgia Tech,8/2/1996,1,25.0,0.0
23,jax13,13,jax,Phillip Dorsett,WR,1,0.0,192.0,5-10,Miami (FL),1/5/1993,6,28.0,0.0
24,jax89,89,jax,Luke Farrell,TE,15,4.0,258.0,6-5,Ohio St.,10/14/1997,Rook,24.0,0.0
25,jax05,5,jax,Rudy Ford,FS,15,4.0,204.0,6-0,Auburn,11/1/1994,4,27.0,2.0
26,jax96,96,jax,Adam Gotsis,DT,16,4.0,287.0,6-4,Georgia Tech,9/23/1992,5,29.0,3.0
27,jax26,26,jax,Shaquill Griffin,DB,14,14.0,198.0,6-0,Central Florida,7/20/1995,4,26.0,4.0
28,jax52,52,jax,DaVon Hamilton,DL,16,8.0,320.0,6-4,Ohio St.,2/1/1997,1,24.0,4.0
29,jax81,81,jax,Josh Hammond,WR,2,0.0,194.0,6-0,Florida,7/24/1998,Rook,23.0,0.0
30,jax23,23,jax,C.J. Henderson,CB,2,2.0,204.0,6-1,Florida,9/30/1998,1,23.0,1.0
31,jax37,37,jax,Tre Herndon,CB,9,3.0,185.0,5-11,Vanderbilt,3/5/1996,3,25.0,1.0
32,jax86,86,jax,Jacob Hollister,TE,7,2.0,239.0,6-4,Wyoming,11/18/1993,4,28.0,0.0
33,jax24,24,jax,Carlos Hyde,RB,12,2.0,229.0,6-0,Ohio St.,9/20/1990,7,31.0,2.0
34,jax44,44,jax,Myles Jack,OLB,15,15.0,244.0,6-1,UCLA,9/3/1995,5,26.0,6.0
35,jax34,34,jax,Michael Jacquet,DB,1,0.0,201.0,6-2,Louisiana,1/29/1997,1,24.0,0.0
36,jax02,2,jax,Rayshawn Jenkins,FS,14,14.0,220.0,6-1,Miami (FL),1/25/1994,4,27.0,4.0
37,jax12,12,jax,Tyron Johnson,WR,5,0.0,193.0,6-1,"LSU,Oklahoma St.",1/8/1996,1,25.0,0.0
38,jax40,40,jax,Jamir Jones,OLB,2,0.0,255.0,6-3,Notre Dame,6/14/1998,Rook,23.0,0.0
39,jax11,11,jax,Marvin Jones,WR,17,16.0,199.0,6-2,California,3/12/1990,9,31.0,5.0
40,jax04,4,jax,Josh Lambo,K,3,0.0,215.0,6-0,Texas A&M,11/19/1990,6,31.0,0.0
41,jax16,16,jax,Trevor Lawrence,QB,17,17.0,213.0,6-6,Clemson,10/6/1999,Rook,22.0,7.0
42,jax21,21,jax,Nevin Lawson,CB,12,4.0,192.0,5-9,Utah St.,4/23/1991,7,30.0,2.0
43,jax65,65,jax,Brandon Linder,OG,9,9.0,315.0,6-6,Miami (FL),1/25/1992,7,29.0,3.0
44,jax72,72,jax,Walker Little,OT,9,3.0,309.0,6-7,Stanford,4/1/1999,Rook,22.0,1.0
45,jax84,84,jax,Chris Manhertz,TE,17,10.0,255.0,6-6,Canisius,4/10/1992,7,29.0,0.0
46,jax46,46,jax,Ross Matiscik,LS,17,0.0,235.0,6-0,Baylor,9/13/1996,1,25.0,1.0
47,jax55,55,jax,Lerentee McCray,LB,12,0.0,249.0,6-3,Florida,8/26/1990,8,31.0,1.0
48,jax62,62,jax,KC McDermott,OL,9,1.0,311.0,6-5,Miami (FL),4/18/1996,1,25.0,1.0
49,jax22,22,jax,Bradley McDougald,FS,1,0.0,215.0,6-1,Kansas,11/15/1990,8,31.0,0.0
50,jax19,19,jax,Jaydon Mickens,WR,6,0.0,170.0,5-11,Washington,4/21/1994,4,27.0,0.0
51,jax68,68,jax,Andrew Norwell,G,17,17.0,325.0,6-6,Ohio St.,10/25/1991,7,30.0,5.0
52,jax80,80,jax,James O'Shaughnessy,TE,7,6.0,245.0,6-4,Illinois St.,1/14/1992,6,29.0,2.0
53,jax33,33,jax,Dare Ogunbowale,RB,17,2.0,205.0,5-10,Wisconsin,5/4/1994,4,27.0,1.0
54,jax22,22,jax,Devine Ozigbo,RB,1,0.0,225.0,6-0,Nebraska,10/2/1996,2,25.0,0.0
55,jax50,50,jax,Shaquille Quarterman,LB,17,0.0,234.0,6-0,Miami (FL),10/28/1997,1,24.0,1.0
56,jax76,76,jax,Will Richardson,OT,13,2.0,306.0,6-6,North Carolina St.,1/4/1996,3,25.0,1.0
57,jax95,95,jax,Roy Robertson-Harris,DE,14,13.0,298.0,6-5,Texas-El Paso,7/23/1993,4,28.0,5.0
58,jax74,74,jax,Cam Robinson,OT,14,14.0,320.0,6-6,Alabama,10/9/1995,4,26.0,5.0
59,jax25,25,jax,James Robinson,RB,14,13.0,219.0,5-9,"Butler (KS),Illinois St.",8/9/1998,1,23.0,5.0
60,jax29,29,jax,Brandon Rusnak,DB,4,0.0,198.0,5-11,Michigan,7/11/1995,2,26.0,0.0
61,jax49,49,jax,Chapelle Russell,LB,16,1.0,236.0,6-2,Temple,1/20/1997,1,24.0,1.0
62,jax36,36,jax,Mekhi Sargent,RB,1,0.0,208.0,5-8,"Iowa Western,Iowa",10/8/1997,Rook,24.0,0.0
63,jax13,13,jax,JK Scott,P,1,0.0,208.0,6-6,Alabama,10/30/1995,3,26.0,0.0
64,jax69,69,jax,Tyler Shatley,OG,17,8.0,310.0,6-3,Clemson,5/5/1991,7,30.0,3.0
65,jax10,10,jax,Laviska Shenault Jr.,WR,16,10.0,227.0,6-1,Colorado,10/5/1998,1,23.0,4.0
66,jax19,19,jax,Devin Smith,WR,4,0.0,199.0,6-1,Ohio St.,3/3/1992,6,29.0,0.0
67,jax92,92,jax,Jordan Smith,OLB,2,0.0,255.0,6-6,"Florida,Butler (KS),Ala-Birmingham",4/10/1998,Rook,23.0,0.0
68,jax91,91,jax,Dawuane Smoot,DE,16,10.0,264.0,6-3,Illinois,3/2/1995,4,26.0,5.0
69,jax75,75,jax,Jawaan Taylor,OL,17,17.0,312.0,6-5,Florida,11/25/1997,2,24.0,6.0
70,jax20,20,jax,Daniel Thomas,S,16,2.0,215.0,5-10,Auburn,7/1/1998,1,23.0,1.0
71,jax73,73,jax,Badara Traore,T,1,0.0,320.0,6-7,LSU,3/12/1997,Rook,24.0,0.0
72,jax18,18,jax,Laquon Treadwell,WR,12,7.0,215.0,6-2,Mississippi,6/14/1995,5,26.0,3.0
73,jax97,97,jax,Jay Tufele,DT,4,0.0,305.0,6-3,USC,7/25/1999,Rook,22.0,0.0
74,jax77,77,jax,Tre'Vour Wallace-Simms,G,1,0.0,336.0,6-4,Missouri,9/25/1997,1,24.0,0.0
75,jax59,59,jax,Jihad Ward,DE,17,1.0,287.0,6-5,Illinois,5/11/1994,5,27.0,2.0
76,jax47,47,jax,Kahale Warring,TE,1,0.0,252.0,6-5,San Diego St.,3/23/1997,1,24.0,0.0
77,jax54,54,jax,Damien Wilson,ILB,17,17.0,243.0,6-0,Minnesota,5/28/1993,6,28.0,7.0
78,jax42,42,jax,Andrew Wingard,S,15,15.0,209.0,6-0,Wyoming,12/5/1996,2,25.0,5.0
79,jax15,15,jax,Matthew Wright,K,14,0.0,179.0,6-0,Central Florida,3/22/1996,1,25.0,3.0
0,nyj36,36,nyj,Josh Adams,RB,1,0.0,225.0,6-2,Notre Dame,10/29/1996,3,25.0,0.0
2,nyj06,6,nyj,Matt Ammendola,K,11,0.0,195.0,5-9,Oklahoma St.,12/11/1996,Rook,25.0,0.0
3,nyj48,48,nyj,Nick Bawden,RB,9,1.0,245.0,6-2,San Diego St.,6/22/1996,3,25.0,0.0
4,nyj77,77,nyj,Mekhi Becton,OL,1,1.0,363.0,6-7,Louisville,4/18/1999,1,22.0,0.0
5,nyj10,10,nyj,Braxton Berrios,WR,16,1.0,190.0,5-9,Miami (FL),10/6/1995,3,26.0,5.0
6,nyj03,3,nyj,Tarik Black,WR,1,0.0,217.0,6-3,"Michigan,Texas",2/10/1998,Rook,23.0,0.0
7,nyj54,54,nyj,Ronald Blair,DE,8,3.0,270.0,6-4,Appalachian St.,1/21/1993,5,28.0,2.0
8,nyj87,87,nyj,Daniel Brown,TE,12,0.0,247.0,6-5,James Madison,5/26/1992,6,29.0,0.0
9,nyj30,30,nyj,Michael Carter,CB,15,7.0,184.0,5-10,Duke,3/8/1999,Rook,22.0,3.0
10,nyj32,32,nyj,Michael Carter,RB,14,11.0,201.0,5-8,North Carolina,5/7/1999,Rook,22.0,6.0
11,nyj53,53,nyj,Blake Cashman,LB,3,1.0,237.0,6-1,Minnesota,5/10/1996,2,25.0,0.0
12,nyj33,33,nyj,Adrian Colbert,SS,4,3.0,205.0,6-2,Miami (FL),10/6/1993,4,28.0,1.0
13,nyj88,88,nyj,Keelan Cole,WR,15,11.0,194.0,6-1,Kentucky Wesleyan,4/20/1993,4,28.0,3.0
14,nyj23,23,nyj,Tevin Coleman,RB,11,5.0,210.0,6-1,Indiana,4/16/1993,6,28.0,2.0
15,nyj82,82,nyj,Jamison Crowder,WR,12,4.0,177.0,5-9,Duke,6/17/1993,6,28.0,3.0
16,nyj21,21,nyj,Ashtyn Davis,S,13,10.0,200.0,6-1,California,10/10/1996,1,25.0,3.0
17,nyj84,84,nyj,Corey Davis,WR,9,9.0,209.0,6-3,Western Michigan,1/11/1995,4,26.0,4.0
18,nyj52,52,nyj,Jarrad Davis,ILB,9,5.0,245.0,6-1,Florida,11/16/1994,4,27.0,2.0
19,nyj46,46,nyj,Noah Dawkins,LB,2,0.0,235.0,6-1,The Citadel,8/13/1997,2,24.0,0.0
20,nyj27,27,nyj,Isaiah Dunn,DB,12,1.0,193.0,6-0,Oregon St.,1/31/1999,Rook,22.0,1.0
21,nyj72,72,nyj,Laurent Duvernay-Tardif,OT,8,7.0,321.0,6-5,McGill,2/11/1991,7,30.0,2.0
22,nyj25,25,nyj,Brandin Echols,CB,14,14.0,175.0,5-10,"Northwest Mississippi CC,Kentucky",10/16/1997,Rook,24.0,4.0
23,nyj70,70,nyj,Chuma Edoga,OL,5,0.0,308.0,6-3,USC,5/25/1997,2,24.0,0.0
24,nyj76,76,nyj,George Fant,T,15,15.0,322.0,6-5,Western Kentucky,7/19/1992,5,29.0,6.0
25,nyj94,94,nyj,Folorunso Fatukasi,DT,15,15.0,318.0,6-4,Connecticut,3/4/1995,3,26.0,5.0
26,nyj67,67,nyj,Dan Feeney,OG,16,5.0,310.0,6-4,Indiana,5/29/1994,4,27.0,2.0
27,nyj19,19,nyj,Joe Flacco,QB,2,1.0,245.0,6-6,"Pittsburgh,Delaware",1/16/1985,13,36.0,1.0
28,nyj91,91,nyj,John Franklin-Myers,DE,16,16.0,288.0,6-4,S.F. Austin,9/26/1996,3,25.0,6.0
29,nyj48,48,nyj,B.J. Goodson,OLB,1,0.0,242.0,6-0,Clemson,5/29/1993,5,28.0,0.0
30,nyj86,86,nyj,Ryan Griffin,TE,14,12.0,255.0,6-6,Connecticut,1/11/1990,8,31.0,2.0
31,nyj40,40,nyj,Javelin Guidry,DB,17,3.0,191.0,5-9,Utah,8/6/1998,1,23.0,1.0
32,nyj37,37,nyj,Bryce Hall,CB,17,17.0,202.0,6-1,Virginia,5/11/1997,1,24.0,5.0
33,nyj34,34,nyj,Justin Hardee,WR,16,0.0,200.0,6-1,Illinois,2/7/1994,4,27.0,1.0
34,nyj42,42,nyj,Thomas Hennessy,LS,17,0.0,246.0,6-2,Duke,6/11/1994,4,27.0,1.0
35,nyj47,47,nyj,Bryce Huff,DE,9,7.0,255.0,6-3,Memphis,4/17/1998,1,23.0,3.0
36,nyj38,38,nyj,Lamar Jackson,DB,1,0.0,215.0,6-3,Nebraska,4/13/1998,1,23.0,0.0
37,nyj09,9,nyj,Josh Johnson,QB,3,0.0,219.0,6-3,San Diego,5/15/1986,13,35.0,1.0
38,nyj25,25,nyj,Ty Johnson,RB,16,3.0,210.0,5-10,Maryland,9/17/1997,2,24.0,4.0
39,nyj29,29,nyj,Lamarcus Joyner,CB,1,1.0,185.0,5-8,Florida St.,11/27/1990,7,31.0,0.0
40,nyj06,6,nyj,Alex Kessman,K,1,0.0,190.0,6-3,Pittsburgh,1/2/1998,Rook,23.0,0.0
41,nyj81,81,nyj,Tyler Kroft,TE,9,6.0,252.0,6-6,Rutgers,10/15/1992,6,29.0,1.0
42,nyj50,50,nyj,Shaq Lawson,DE,14,7.0,270.0,6-3,Clemson,6/17/1994,5,27.0,3.0
43,nyj07,7,nyj,Braden Mann,P,10,0.0,198.0,5-11,Texas A&M,11/24/1997,1,24.0,1.0
44,nyj96,96,nyj,Jonathan Marshall,DT,4,0.0,310.0,6-3,Arkansas,9/16/1997,Rook,24.0,0.0
45,nyj20,20,nyj,Marcus Maye,FS,6,6.0,207.0,6-0,Florida,3/9/1993,4,28.0,2.0
46,nyj69,69,nyj,Conor McDermott,OT,6,3.0,305.0,6-8,UCLA,10/19/1992,4,29.0,1.0
47,nyj60,60,nyj,Connor McGovern,OG,15,15.0,306.0,6-4,Missouri,4/27/1993,4,28.0,5.0
48,nyj11,11,nyj,Denzel Mims,WR,11,3.0,207.0,6-3,Baylor,10/10/1997,1,24.0,1.0
49,nyj14,14,nyj,D.J. Montgomery,WR,3,0.0,201.0,6-1,Austin Peay St.,11/17/1996,Rook,25.0,0.0
50,nyj08,8,nyj,Elijah Moore,WR,11,6.0,178.0,5-10,Mississippi,3/27/2000,Rook,21.0,4.0
51,nyj04,4,nyj,Thomas Morstead,P,7,0.0,235.0,6-4,SMU,3/8/1986,12,35.0,1.0
52,nyj78,78,nyj,Morgan Moses,OT,17,16.0,318.0,6-6,Virginia,3/3/1991,7,30.0,6.0
53,nyj57,57,nyj,C.J. Mosley,ILB,16,16.0,250.0,6-2,Alabama,6/19/1992,7,29.0,6.0
54,nyj01,1,nyj,Kai Nacua,FS,3,0.0,205.0,6-0,BYU,3/3/1995,4,26.0,0.0
55,nyj45,45,nyj,Hamsah Nasirildeen,LB,12,2.0,215.0,6-3,Florida St.,1/17/1999,Rook,22.0,1.0
56,nyj35,35,nyj,Sharrod Neasman,S,11,1.0,213.0,5-11,Florida Atlantic,10/14/1991,5,30.0,1.0
57,nyj39,39,nyj,Will Parks,S,3,2.0,194.0,6-1,Arizona,7/29/1994,5,27.0,1.0
58,nyj22,22,nyj,La'Mical Perine,RB,4,0.0,216.0,5-11,Florida,1/30/1998,1,23.0,0.0
59,nyj43,43,nyj,Del'Shawn Phillips,LB,17,1.0,230.0,6-2,Illinois,10/9/1996,1,25.0,2.0
60,nyj93,93,nyj,Kyle Phillips,DL,7,1.0,277.0,6-4,Tennessee,5/5/1997,2,24.0,1.0
61,nyj15,15,nyj,Eddy Pineiro,K,5,0.0,177.0,5-11,Florida,9/13/1995,3,26.0,2.0
62,nyj41,41,nyj,Jason Pinnock,CB,12,2.0,205.0,6-0,Pittsburgh,6/30/1999,Rook,22.0,1.0
63,nyj98,98,nyj,Sheldon Rankins,DT,16,3.0,305.0,6-2,Louisville,4/2/1994,5,27.0,2.0
64,nyj55,55,nyj,Hamilcar Rashed Jr.,OLB,1,0.0,235.0,6-4,Oregon St.,2/2/1998,Rook,23.0,0.0
65,nyj31,31,nyj,Sheldrick Redwine,S,2,0.0,196.0,6-0,Miami (FL),11/6/1996,2,25.0,0.0
66,nyj49,49,nyj,LaRoy Reynolds,LB,1,0.0,240.0,6-1,Virginia,11/3/1990,8,31.0,0.0
67,nyj33,33,nyj,Elijah Riley,DB,7,7.0,205.0,6-0,Army,6/12/1998,1,23.0,2.0
68,nyj97,97,nyj,Nathan Shepherd,DT,17,1.0,315.0,6-4,Fort Hays St.,10/9/1993,3,28.0,1.0
69,nyj44,44,nyj,Jamien Sherwood,LB,5,4.0,216.0,6-2,Auburn,1/12/2000,Rook,21.0,1.0
70,nyj16,16,nyj,Jeff Smith,WR,12,3.0,195.0,6-1,Boston Col.,4/21/1997,2,24.0,1.0
71,nyj17,17,nyj,Vyncint Smith,WR,2,0.0,202.0,6-3,Limestone,6/9/1996,3,25.0,0.0
72,nyj62,62,nyj,Greg Van Roten,G,17,10.0,305.0,6-3,Pennsylvania,2/26/1990,9,31.0,4.0
73,nyj75,75,nyj,Alijah Vera-Tucker,OL,16,16.0,308.0,6-5,USC,6/17/1999,Rook,22.0,5.0
74,nyj35,35,nyj,Austin Walter,RB,4,0.0,202.0,5-8,Rice,8/17/1996,2,25.0,1.0
75,nyj51,51,nyj,Tim Ward,DE,11,0.0,255.0,6-6,Old Dominion,8/11/1997,1,24.0,1.0
76,nyj85,85,nyj,Trevon Wesco,TE,12,7.0,267.0,6-3,West Virginia,9/12/1995,2,26.0,0.0
77,nyj53,53,nyj,Javin White,DB,1,0.0,205.0,6-3,UNLV,2/21/1997,1,24.0,0.0
78,nyj05,5,nyj,Mike White,QB,4,3.0,218.0,6-4,"South Florida,Western Kentucky",3/25/1995,3,26.0,2.0
79,nyj29,29,nyj,Rachad Wildgoose,CB,5,0.0,197.0,5-11,Wisconsin,1/1/2000,Rook,21.0,0.0
80,nyj71,71,nyj,Isaiah Williams,T,4,0.0,295.0,6-3,Akron,5/5/1993,3,28.0,0.0
81,nyj56,56,nyj,Quincy Williams,OLB,16,13.0,225.0,5-11,Murray St.,8/28/1996,2,25.0,5.0
82,nyj95,95,nyj,Quinnen Williams,DL,15,15.0,303.0,6-3,Alabama,12/5/1997,2,24.0,6.0
83,nyj39,39,nyj,Jarrod Wilson,S,5,3.0,209.0,6-1,Michigan,2/9/1994,5,27.0,1.0
84,nyj02,2,nyj,Zach Wilson,QB,13,13.0,214.0,6-2,BYU,8/3/1999,Rook,22.0,5.0
85,nyj48,48,nyj,Kenny Yeboah,TE,9,0.0,240.0,6-4,"Temple,Mississippi",10/30/1998,Rook,23.0,0.0
86,nyj92,92,nyj,Jabari Zuniga,DL,3,0.0,264.0,6-3,Florida,8/14/1997,1,24.0,0.0
0,det13,13,det,Geronimo Allison,WR,3,1.0,202.0,6-3,Illinois,1/18/1994,5,27.0,0.0
1,det34,34,det,Alex Anzalone,OLB,14,14.0,237.0,6-3,Florida,9/22/1994,4,27.0,5.0
2,det36,36,det,Corey Ballentine,CB,4,0.0,191.0,6-0,Washburn,4/13/1996,2,25.0,0.0
3,det55,55,det,Derrick Barnes,LB,17,6.0,238.0,6-0,Purdue,5/29/1999,Rook,22.0,3.0
4,det59,59,det,Tavante Beckett,LB,4,0.0,214.0,5-10,"Virginia Tech,Marshall",10/21/1997,Rook,24.0,0.0
5,det17,17,det,Trinity Benson,WR,8,2.0,180.0,6-0,East Central (OK),1/16/1997,Rook,24.0,1.0
6,det43,43,det,Rashod Berry,TE,5,0.0,255.0,6-4,Ohio St.,10/14/1996,1,25.0,0.0
7,det10,10,det,David Blough,QB,1,0.0,205.0,6-1,Purdue,7/31/1995,2,26.0,0.0
8,det49,49,det,Curtis Bolton,LB,5,0.0,228.0,6-0,Oklahoma,12/18/1995,Rook,26.0,0.0
9,det12,12,det,Tim Boyle,QB,5,3.0,233.0,6-4,"Connecticut,East. Kentucky",10/3/1994,3,27.0,2.0
10,det15,15,det,Brady Breeze,S,4,0.0,198.0,6-0,Oregon,10/9/1997,Rook,24.0,0.0
11,det91,91,det,Michael Brockers,DT,16,16.0,297.0,6-5,LSU,12/21/1990,9,31.0,6.0
12,det63,63,det,Evan Brown,C,16,12.0,320.0,6-3,SMU,9/16/1996,3,25.0,5.0
13,det02,2,det,Austin Bryant,EDGE,14,5.0,260.0,6-5,Clemson,11/12/1996,2,25.0,3.0
14,det45,45,det,Jason Cabinda,ILB,14,4.0,240.0,6-1,Penn St.,3/17/1996,3,25.0,0.0
15,det87,87,det,Quintez Cephus,WR,5,3.0,208.0,6-1,Wisconsin,4/1/1998,1,23.0,2.0
16,det08,8,det,Jamie Collins,OLB,2,2.0,255.0,6-3,Southern Miss,10/20/1989,8,32.0,1.0
17,det96,96,det,Jashon Cornell,DE,1,0.0,285.0,6-3,Ohio St.,12/30/1996,Rook,25.0,0.0
18,det47,47,det,Scott Daly,LS,17,0.0,245.0,6-1,Notre Dame,2/7/1994,3,27.0,1.0
19,det68,68,det,Taylor Decker,OT,9,9.0,318.0,6-7,Ohio St.,8/23/1993,5,28.0,4.0
20,det65,65,det,Parker Ehinger,OG,2,0.0,310.0,6-6,Cincinnati,12/30/1992,5,29.0,0.0
21,det42,42,det,Jalen Elliott,DB,8,1.0,210.0,6-0,Notre Dame,7/7/1998,Rook,23.0,1.0
22,det80,80,det,Darren Fells,TE,7,5.0,270.0,6-7,UC Irvine,4/22/1986,8,35.0,0.0
23,det90,90,det,Trey Flowers,DE,7,7.0,265.0,6-2,Arkansas,8/16/1993,6,28.0,3.0
24,det03,3,det,Jack Fox,P,17,0.0,215.0,6-2,Rice,9/1/1996,1,25.0,3.0
25,det40,40,det,Mark Gilbert,CB,8,0.0,175.0,6-1,Duke,6/1/1997,Rook,24.0,0.0
26,det16,16,det,Jared Goff,QB,14,14.0,217.0,6-4,California,10/14/1994,5,27.0,10.0
27,det93,93,det,Da'Shawn Hand,DE,3,0.0,297.0,6-3,Alabama,11/14/1995,3,26.0,0.0
28,det53,53,det,Charles Harris,DE,17,14.0,252.0,6-3,Missouri,3/6/1995,4,26.0,6.0
29,det25,25,det,Will Harris,S,17,17.0,206.0,6-1,Boston Col.,12/19/1995,2,26.0,4.0
30,det76,76,det,Bruce Hector,DT,3,0.0,296.0,6-2,South Florida,10/7/1994,3,27.0,0.0
31,det88,88,det,T.J. Hockenson,TE,12,12.0,248.0,6-5,Iowa,7/3/1997,2,24.0,5.0
32,det18,18,det,KhaDarel Hodge,WR,16,1.0,183.0,5-11,Prairie View A&M,1/3/1995,3,26.0,1.0
33,det69,69,det,Will Holden,OT,14,1.0,312.0,6-7,Vanderbilt,9/14/1993,4,28.0,1.0
34,det35,35,det,Godwin Igwebuike,RB,17,1.0,212.0,6-0,Northwestern,9/10/1994,3,27.0,2.0
35,det73,73,det,Jonah Jackson,OL,16,16.0,308.0,6-4,"Rutgers,Ohio St.",2/5/1997,1,24.0,8.0
36,det39,39,det,Jerry Jacobs,CB,13,9.0,203.0,5-11,"Hutchinson (KS),Arkansas",9/26/1997,Rook,24.0,3.0
37,det28,28,det,Jermar Jefferson,RB,7,0.0,212.0,5-10,Oregon St.,4/15/2000,Rook,21.0,1.0
38,det85,85,det,Tom Kennedy,WR,12,0.0,195.0,5-10,Bryant,7/29/1996,2,25.0,1.0
39,det78,78,det,Tommy Kraemer,G,9,3.0,319.0,6-6,Notre Dame,4/16/1998,Rook,23.0,2.0
40,det52,52,det,Jessie Lemonier,DE,7,2.0,240.0,6-3,Liberty,1/31/1997,1,24.0,1.0
41,det31,31,det,Dean Marlowe,S,16,9.0,203.0,6-1,James Madison,7/25/1992,6,29.0,3.0
42,det74,74,det,Ryan McCollum,OL,13,1.0,300.0,6-5,Texas A&M,3/4/1998,Rook,23.0,1.0
43,det54,54,det,Alim McNeill,NT,17,6.0,330.0,6-2,North Carolina St.,5/11/2000,Rook,21.0,3.0
44,det26,26,det,Ifeatu Melifonwu,CB,7,4.0,210.0,6-3,Syracuse,5/2/1999,Rook,22.0,1.0
45,det38,38,det,C.J. Moore,DB,17,1.0,197.0,5-11,Mississippi,12/15/1995,2,26.0,1.0
46,det29,29,det,Parnell Motley,DB,1,0.0,175.0,6-0,Oklahoma,10/28/1997,1,24.0,0.0
47,det67,67,det,Matt Nelson,T,13,11.0,316.0,6-7,Iowa,12/19/1995,1,26.0,5.0
48,det01,1,det,Jeff Okudah,CB,1,1.0,202.0,6-1,Ohio St.,2/2/1999,1,22.0,0.0
49,det99,99,det,Julian Okwara,DL,13,1.0,245.0,6-4,Notre Dame,12/27/1997,1,24.0,2.0
50,det95,95,det,Romeo Okwara,DE,4,4.0,255.0,6-4,Notre Dame,6/17/1995,5,26.0,2.0
51,det75,75,det,Levi Onwuzurike,DE,16,0.0,295.0,6-3,Washington,3/2/1998,Rook,23.0,1.0
52,det24,24,det,Amani Oruwariye,CB,14,14.0,205.0,6-2,Penn St.,2/9/1996,2,25.0,5.0
53,det41,41,det,AJ Parker,CB,13,7.0,178.0,5-11,Kansas St.,2/15/1998,Rook,23.0,2.0
54,det06,6,det,Riley Patterson,,7,0.0,190.0,6-0,Memphis,9/7/1999,Rook,22.0,2.0
55,det98,98,det,John Penisini,DL,16,0.0,335.0,6-2,Utah,5/31/1997,1,24.0,1.0
56,det80,80,det,Jared Pinkney,TE,2,1.0,255.0,6-4,Vanderbilt,8/21/1997,Rook,24.0,0.0
57,det57,57,det,Anthony Pittman,LB,17,1.0,240.0,6-3,Wayne State (MI),11/24/1996,2,25.0,1.0
58,det27,27,det,Bobby Price,DB,15,2.0,208.0,6-3,Norfolk St.,4/25/1998,1,23.0,1.0
59,det77,77,det,Frank Ragnow,C,4,4.0,311.0,6-5,Arkansas,5/17/1996,3,25.0,2.0
60,det11,11,det,Kalif Raymond,WR,16,14.0,182.0,5-8,Holy Cross,8/8/1994,5,27.0,5.0
61,det44,44,det,Jalen Reeves-Maybin,OLB,15,11.0,230.0,6-1,Tennessee,1/31/1995,4,26.0,4.0
62,det46,46,det,Craig Reynolds,RB,5,2.0,215.0,5-11,Kutztown (PA),6/15/1996,2,25.0,2.0
63,det08,8,det,Josh Reynolds,WR,7,5.0,196.0,6-3,Texas A&M,2/16/1995,4,26.0,3.0
64,det01,1,det,Nickell Robey-Coleman,CB,1,0.0,180.0,5-8,USC,1/17/1992,8,29.0,0.0
65,det05,5,det,Aldrick Rosas,K,1,0.0,230.0,6-3,Southern Oregon,12/30/1994,4,27.0,0.0
66,det05,5,det,Ryan Santoso,P,3,0.0,258.0,6-5,Minnesota,8/26/1995,2,26.0,0.0
67,det04,4,det,Austin Seibert,K,6,0.0,211.0,5-9,Oklahoma,11/15/1996,2,25.0,1.0
68,det58,58,det,Penei Sewell,T,16,16.0,331.0,6-5,Oregon,10/9/2000,Rook,21.0,7.0
69,det70,70,det,Dan Skipper,OT,1,0.0,325.0,6-9,Arkansas,9/20/1994,4,27.0,0.0
70,det19,19,det,Saivion Smith,CB,2,0.0,200.0,6-1,Alabama,11/5/1997,1,24.0,0.0
71,det14,14,det,Amon-Ra St. Brown,WR,17,9.0,197.0,6-0,USC,10/24/1999,Rook,22.0,8.0
72,det71,71,det,Logan Stenberg,OL,7,0.0,315.0,6-6,Kentucky,3/18/1997,1,24.0,0.0
73,det92,92,det,Kevin Strong,DT,1,0.0,295.0,6-4,Texas-San Antonio,8/5/1996,2,25.0,0.0
74,det32,32,det,D'Andre Swift,RB,13,4.0,211.0,5-9,Georgia,1/14/1999,1,22.0,7.0
75,det86,86,det,Ross Travis,TE,1,1.0,248.0,6-6,Penn St.,1/9/1993,5,28.0,0.0
76,det72,72,det,Halapoulivaati Vaitai,OT,15,15.0,325.0,6-6,TCU,6/16/1993,5,28.0,7.0
77,det21,21,det,Tracy Walker,S,15,15.0,206.0,6-1,Louisiana,2/1/1995,3,26.0,4.0
78,det30,30,det,Jamaal Williams,RB,13,11.0,224.0,6-0,BYU,4/3/1995,4,26.0,5.0
