"Link","Name","Pos","Year","College","RAS","All Time"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21846'>Link</a>","Ryan Johnson","OT","2022","Georgia Tech","5.05","5.05"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22439'>Link</a>","Tayon Fleet-Davis","RB","2022","Maryland","5.04","5.04"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21101'>Link</a>","Andrew Stueber","OG","2022","Michigan","5.03","5.03"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22462'>Link</a>","Bennett Dondoyano","WR","2022","San Diego","5.03","5.03"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22375'>Link</a>","Desmond Noel","OG","2022","Florida Atlantic","5.02","5.02"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21064'>Link</a>","Mario Goodrich","CB","2022","Clemson","5.01","5.01"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21293'>Link</a>","Aaron Sterling","DT","2022","South Carolina","5.01","5.01"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21342'>Link</a>","Amari Carter","SS","2022","Miami","5.01","5.01"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22068'>Link</a>","Turan Rush","LB","2022","Eastern Michigan","5","5"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21483'>Link</a>","Jaxson Turner","LB","2022","North Dakota","4.97","4.97"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22099'>Link</a>","Will Evans","LB","2022","Ohio","4.96","4.96"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=20963'>Link</a>","Average LB","LB","2022","College","4.95","4.95"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21479'>Link</a>","Sean Dykes","TE","2022","Memphis","4.95","4.95"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21814'>Link</a>","Anthony Knighton","DE","2022","Southern Illinois","4.95","4.95"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21338'>Link</a>","Nick Grant","CB","2022","Virginia","4.94","4.94"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22129'>Link</a>","Ivory Kelly-Martin","RB","2022","Iowa","4.94","4.94"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22322'>Link</a>","Neil Pauu","WR","2022","Brigham Young","4.94","4.94"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=20958'>Link</a>","Average OT","OT","2022","College","4.92","4.92"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21681'>Link</a>","Jacob Batts","DE","2022","UAB","4.92","4.92"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22659'>Link</a>","Elorm Lumor","LB","2022","Towson","4.92","4.92"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21309'>Link</a>","Kuony Deng","LB","2022","California","4.91","4.91"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21851'>Link</a>","Demetris Robertson","WR","2022","Auburn","4.9","4.9"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=20953'>Link</a>","Average QB","QB","2022","College","4.89","4.89"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21129'>Link</a>","Kevin Marks","RB","2022","Buffalo","4.87","4.87"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21239'>Link</a>","Drew Estrada","WR","2022","Baylor","4.87","4.87"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21403'>Link</a>","Makai Polk","WR","2022","Mississippi State","4.87","4.87"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=20964'>Link</a>","Average CB","CB","2022","College","4.86","4.86"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22124'>Link</a>","Marquise Manning","CB","2022","Washburn","4.86","4.86"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22158'>Link</a>","DaeLun Darien","LB","2022","Delaware","4.86","4.86"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21615'>Link</a>","Slade Bolden","WR","2022","Alabama","4.84","4.84"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21112'>Link</a>","Isaiah Likely","TE","2022","Coastal Carolina","4.83","4.83"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21886'>Link</a>","Logan Tyler","PK","2022","Arizona State","4.83","4.83"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22395'>Link</a>","James Jones IV","FS","2022","Air Force","4.82","4.82"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=20959'>Link</a>","Average OG","OG","2022","College","4.8","4.8"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21831'>Link</a>","Tyrin Ralph","WR","2022","Arkansas Pine-Bluff","4.8","4.8"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21019'>Link</a>","Otito Ogbonnia","DT","2022","UCLA","4.79","4.79"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21148'>Link</a>","Gerrit Prince","TE","2022","UAB","4.79","4.79"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21208'>Link</a>","Isaiah Gay","LB","2022","Illinois","4.79","4.79"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22549'>Link</a>","Bruce Bivens","LB","2022","East Carolina","4.78","4.78"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21161'>Link</a>","Trestan Ebner","RB","2022","Baylor","4.77","4.77"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21651'>Link</a>","William Dunkle","OG","2022","San Diego State","4.76","4.76"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21664'>Link</a>","Jaylen Warren","RB","2022","Oklahoma State","4.76","4.76"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21766'>Link</a>","Jeremy Meiser","DT","2022","Northwestern","4.76","4.76"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21958'>Link</a>","David Vereen","CB","2022","Newberry","4.76","4.76"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22011'>Link</a>","Carlins Patel","CB","2022","South Carolina","4.76","4.76"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21216'>Link</a>","Ricky Person Jr.","RB","2022","North Carolina State","4.75","4.75"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21943'>Link</a>","Tison Gray","OG","2022","South Carolina State","4.75","4.75"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22669'>Link</a>","Donald Stewart","WR","2022","Wake Forest","4.75","4.75"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21559'>Link</a>","Cordell Volson","OT","2022","North Dakota State","4.74","4.74"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22414'>Link</a>","Khalique Washington","OG","2022","Southern Miss","4.74","4.74"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22501'>Link</a>","Deandre Johnson","DE","2022","Miami","4.74","4.74"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=20956'>Link</a>","Average WR","WR","2022","College","4.73","4.73"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21388'>Link</a>","Brittain Brown","RB","2022","UCLA","4.73","4.73"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=20957'>Link</a>","Average TE","TE","2022","College","4.72","4.72"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21072'>Link</a>","John Ridgeway","DT","2022","Arkansas","4.72","4.72"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=20966'>Link</a>","Average SS","SS","2022","College","4.71","4.71"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21218'>Link</a>","Teagan Quitoriano","TE","2022","Oregon State","4.71","4.71"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21493'>Link</a>","Antonio Valentino","DT","2022","Florida","4.71","4.71"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=20954'>Link</a>","Average RB","RB","2022","College","4.7","4.7"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22478'>Link</a>","Liam Jimmons","OG","2022","Southern California","4.7","4.7"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22443'>Link</a>","Cory McCoy","CB","2022","Marshall","4.69","4.69"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22531'>Link</a>","Jordan Canady","CB","2022","North Dakota","4.69","4.69"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=20961'>Link</a>","Average DE","DE","2022","College","4.68","4.68"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21140'>Link</a>","Luke Tenuta","OT","2022","Virginia Tech","4.68","4.68"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21915'>Link</a>","Kendricks Gladney Jr.","SS","2022","Coastal Carolina","4.68","4.68"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21307'>Link</a>","Noah Burks","LB","2022","Wisconsin","4.67","4.67"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21529'>Link</a>","Liam Fornadel","OG","2022","James Madison","4.67","4.67"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21999'>Link</a>","Quan Harrison","WR","2022","West Georgia","4.67","4.67"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21416'>Link</a>","Qwynnterrio Cole","SS","2022","Louisville","4.66","4.66"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21268'>Link</a>","Markell Utsey","DT","2022","Arkansas","4.65","4.65"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21949'>Link</a>","MJ Dumas","OG","2022","Villanova","4.61","4.61"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22004'>Link</a>","Jacob Birmelin","WR","2022","Princeton","4.61","4.61"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22396'>Link</a>","Brandon Bowen","DE","2022","Incarnate Word","4.61","4.61"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22277'>Link</a>","Trenton Thompson","FS","2022","San Diego State","4.58","4.58"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=20960'>Link</a>","Average OC","OC","2022","College","4.56","4.56"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21032'>Link</a>","Haskell Garrett","DT","2022","Ohio State","4.56","4.56"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21091'>Link</a>","Connor Heyward","FB","2022","Michigan State","4.56","4.56"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21207'>Link</a>","Drew Singleton","LB","2022","Rutgers","4.55","4.55"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22433'>Link</a>","Logan Harris","OG","2022","Wyoming","4.55","4.55"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22315'>Link</a>","Eddie Graham","CB","2022","Tennessee State","4.54","4.54"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21362'>Link</a>","Tyrese Dedmon","SS","2022","Idaho","4.53","4.53"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22211'>Link</a>","Ryder Varga","LB","2022","Regina","4.53","4.53"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22412'>Link</a>","Dashawn Crawford","DT","2022","Southern Miss","4.53","4.53"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22429'>Link</a>","John  Lovett","RB","2022","Penn State","4.52","4.52"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21688'>Link</a>","Tyson Morris","WR","2022","Arkansas","4.51","4.51"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21826'>Link</a>","Kylan Wilborn","LB","2022","UNLV","4.51","4.51"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22100'>Link</a>","Jarren Hampton","SS","2022","Ohio","4.51","4.51"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21409'>Link</a>","Tre Sterling","FS","2022","Oklahoma State","4.5","4.5"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22378'>Link</a>","Cinque Sweeting","WR","2022","Slippery Rock","4.5","4.5"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=20955'>Link</a>","Average FB","FB","2022","College","4.48","4.48"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21018'>Link</a>","Changa Hodge","WR","2022","Virginia Tech","4.48","4.48"
